CODARCO;CODVIA;NOMEVIA;NUMQUART;Quartiere;Da;A;COD_NODO1;COD_NODO2;DATA_ISTIT;LUNGHEZ;CIVICO_MIN;ESPONENTE_;CIVICO_MAS;ESPONENTE0;CIVICO_MI0;ESPONENTE1;CIVICO_MA0;ESPONENTE2;Geo Point;Geo Shape;Codice nazionale Anncsu strada
5714;90110;RAMPA TANG.USCITA DUE CASAL.-S.LAZZ.;11;Borgo Panigale - Reno;TANGENZIALE CASALECCHIO-SAN LAZZARO;ROTONDA BENEDETTO CROCE;13481;8453;1996-03-08;299.0;;;;;;;;;44.508257068143955, 11.274964136745513;"{""coordinates"": [[11.273922461240472, 44.50711771302673], [11.274233262827858, 44.50747678314748], [11.275091530605906, 44.50842055326686], [11.275511158213531, 44.50886627030539], [11.275635246173533, 44.50899759300348], [11.275740944092218, 44.50909278574497], [11.275926375733205, 44.50919855124768], [11.276096240954633, 44.50928739589309]], ""type"": ""LineString""}";
6734;42050;VIA OLMETOLA;11;Borgo Panigale - Reno;VIA OLMETOLA;VIA RIGOSA;8426;14360;1997-06-12;184.0;80;6;84;2;45;;45;;44.511227920206345, 11.239585992978984;"{""coordinates"": [[11.23868743363346, 44.511753573241286], [11.238881111583183, 44.511652763247405], [11.239075106490723, 44.51152772978347], [11.23920908088385, 44.511428126236694], [11.239296821823046, 44.51136012822014], [11.239431426679687, 44.51127667166365], [11.239645565140929, 44.511170444559056], [11.24010539973197, 44.51094502736523], [11.240442166476972, 44.51077354541217], [11.24050606761708, 44.510738468613525]], ""type"": ""LineString""}";760067.0
6735;42050;VIA OLMETOLA;11;Borgo Panigale - Reno;VIA OLMETOLA;VIA OLMETOLA;14360;14355;1997-06-12;145.0;68;;72;;29;;35;;44.510355942609266, 11.241249497433179;"{""coordinates"": [[11.24050606761708, 44.510738468613525], [11.240719006190428, 44.510623359490474], [11.241118626720125, 44.510416504047335], [11.241466816061537, 44.510243840540944], [11.241999591072068, 44.50998654579204]], ""type"": ""LineString""}";760067.0
6737;42050;VIA OLMETOLA;11;Borgo Panigale - Reno;VIA CASTELDEBOLE;VIA OLMETOLA;8446;14362;1997-06-12;397.0;2;;8;;1;;5;5;44.50320351009241, 11.26805297810399;"{""coordinates"": [[11.270317580541906, 44.50248615527823], [11.270209649053452, 44.502536024419356], [11.269668514776766, 44.50273540661337], [11.269458797156158, 44.50281398235803], [11.269348864338372, 44.50284732571884], [11.269219733245349, 44.50288450759042], [11.268939334289785, 44.50294891289558], [11.268637109449005, 44.50301202276143], [11.268373414835713, 44.503070918225], [11.268002412056358, 44.503168279478004], [11.267591134406407, 44.50328719949355], [11.267364145079734, 44.50335746298171], [11.267114735571678, 44.50345295538179], [11.266712039201282, 44.50362653652624], [11.266640914352033, 44.503662554684155], [11.266037760532381, 44.50388226351887], [11.265805281994355, 44.50397394197133]], ""type"": ""LineString""}";760067.0
8319;48600;VIA VITTORIO PUTTI;15;Santo Stefano;VIA VITTORIO PUTTI;VIA VITTORIO PUTTI;16311;16312;1998-06-17;39.0;22;;28;;;;;;44.48036834265101, 11.347464207277751;"{""coordinates"": [[11.347524438917834, 44.480538301906215], [11.347506236218802, 44.48048452558072], [11.347455233452735, 44.48033971424117], [11.34740082056865, 44.48019953731881]], ""type"": ""LineString""}";760445.0
8320;53450;VIA DEGLI SCALINI;15;Santo Stefano;VIA DI BARBIANO;VIA DEGLI SCALINI;5642;16313;1998-06-17;45.0;;;;;1;;3;;44.47804450717448, 11.347901265396583;"{""coordinates"": [[11.347836974949555, 44.47823950531446], [11.347877212534463, 44.47813422050234], [11.347910428955181, 44.47801879010678], [11.347947620832908, 44.477892132705925], [11.347950215372714, 44.477845859962784]], ""type"": ""LineString""}";759144.0
6061;18300;VIA DONATO CRETI;12;Navile;VIA DONATO CRETI;VIA DONATO CRETI;13827;13829;1997-05-14;82.0;20;;24;;55;;55;2;44.510134495445634, 11.353449941004413;"{""coordinates"": [[11.352944869327034, 44.51020066575865], [11.353955012681794, 44.510068325132615]], ""type"": ""LineString""}";759461.0
6063;18300;VIA DONATO CRETI;12;Navile;VIA DONATO CRETI;VIA DONATO CRETI;13829;13830;1997-05-14;75.0;;;;;55;3;59;;44.50973720140809, 11.353869463970224;"{""coordinates"": [[11.353955012681794, 44.510068325132615], [11.353783915258653, 44.50940607768357]], ""type"": ""LineString""}";759461.0
6066;18300;VIA DONATO CRETI;12;Navile;VIA DONATO CRETI;VIA DONATO CRETI;13831;13832;1997-05-14;76.0;;;;;67;;69;2F;44.50961304822726, 11.35474546933912;"{""coordinates"": [[11.354831413384897, 44.50995027588231], [11.354659525293343, 44.509275820572206]], ""type"": ""LineString""}";759461.0
6072;22400;VIA FERRARESE;12;Navile;VIA FERRARESE;VIA FERRARESE;13835;13836;1997-05-14;112.0;;;;;119;5;145;2A;44.513339211720094, 11.35309910177481;"{""coordinates"": [[11.352437487430038, 44.51351149763552], [11.353760716119583, 44.51316692580467]], ""type"": ""LineString""}";759540.0
5718;90050;TANGENZIALE CASALECCHIO-SAN LAZZARO;11;Borgo Panigale - Reno;TANGENZIALE CASALECCHIO-SAN LAZZARO;RAMPA TANG.USCITA DUE CASAL.-S.LAZZ.;13481;13484;1996-03-11;1701.0;;;;;;;;;44.499644047976766, 11.272070905595381;"{""coordinates"": [[11.273922461240472, 44.50711771302673], [11.273847105689535, 44.50698059236883], [11.273519189246691, 44.506307140944216], [11.273119212709693, 44.50534613164782], [11.272998733420362, 44.505016065374974], [11.272767983842353, 44.504254387104815], [11.272646237064624, 44.50374596851188], [11.27251154992243, 44.50308191865617], [11.271915218156368, 44.499161657582995], [11.27164098953397, 44.49730753129516], [11.271362392576464, 44.49541490563301], [11.270995010851415, 44.49299568274328], [11.270927662404716, 44.492663080254026], [11.270868648309712, 44.492440485685286], [11.270739270116191, 44.49201876690292]], ""type"": ""LineString""}";
5719;90050;TANGENZIALE CASALECCHIO-SAN LAZZARO;11;Borgo Panigale - Reno;TANGENZIALE CASALECCHIO-SAN LAZZARO;TANGENZIALE CASALECCHIO-SAN LAZZARO;13484;13487;1996-03-11;124.0;;;;;;;;;44.49147999025578, 11.270521986894693;"{""coordinates"": [[11.270739270116191, 44.49201876690292], [11.270639376351587, 44.49174645375838], [11.270407896952273, 44.4912024484717], [11.270283879605396, 44.49095011438239]], ""type"": ""LineString""}";
8969;25400;VIALE GINO GAMBERINI;15;Santo Stefano;VIALE GINO GAMBERINI;VIALE GINO GAMBERINI;16807;16808;2000-02-22;46.0;;;;;;;;;44.480099269887596, 11.35276472556424;"{""coordinates"": [[11.35301591419967, 44.48000588107906], [11.352912708494136, 44.48003666365809], [11.352814724783288, 44.480071290656255], [11.352715038151853, 44.480114856241016], [11.352617530508727, 44.48016132968491], [11.352522321553618, 44.480213688387956]], ""type"": ""LineString""}";759675.0
8978;52200;VIA DEI SABBIONI;15;Santo Stefano;VIA DEI SABBIONI;VIA SANTA MARGHERITA AL COLLE;16812;5666;2000-02-22;188.0;2;;12;;25;;29;;44.47869934954303, 11.352891955162978;"{""coordinates"": [[11.352508743017335, 44.47942371075307], [11.352609294476974, 44.47932724623018], [11.352722695823251, 44.479215752511635], [11.352874655631249, 44.47906688636328], [11.353003358651412, 44.47892192938524], [11.353030366929348, 44.47888031179731], [11.353040174960576, 44.47883903974748], [11.35307093183019, 44.47874805562354], [11.353072806336352, 44.47872337685688], [11.353063057373184, 44.47869482349573], [11.353037158429268, 44.478621436966314], [11.35295875493741, 44.47845467734786], [11.35291451383957, 44.47835291453824], [11.352878584884516, 44.478226772381014], [11.35287325476223, 44.47818333664311], [11.35288569249186, 44.478135852618905], [11.352914822113354, 44.478075699979286], [11.352976853189702, 44.477977904466314], [11.35301803085952, 44.47793188062102], [11.353050370115037, 44.47790589869344]], ""type"": ""LineString""}";759167.0
8998;56900;VIA GIUSEPPE TARTINI;14;San Donato - San Vitale;VIA GIUSEPPE TARTINI;VIA GIUSEPPE TARTINI;16823;16825;2000-03-07;42.0;;;;;;;;;44.50225767754101, 11.362037940032996;"{""coordinates"": [[11.36224960987306, 44.50237176935418], [11.362137791581148, 44.50231476530502], [11.36195910995011, 44.50221467194924], [11.361828775944213, 44.502138992262815]], ""type"": ""LineString""}";759800.0
8588;58600;VIA TOSCANA;16;Savena;VIA TOSCANA;VIA DEI SETTE LEONCINI;16499;5581;1998-07-27;14.0;;;;;;;;;44.46033068130639, 11.370313459025834;"{""coordinates"": [[11.370326774927706, 44.46039474658171], [11.370300143123961, 44.46026661603107]], ""type"": ""LineString""}";760375.0
5699;90090;RACCORDO BORGO PANIGALE-TANGENZIALE;11;Borgo Panigale - Reno;RACCORDO BORGO PANIGALE-TANGENZIALE;RACCORDO BORGO PANIGALE-TANGENZIALE;13476;13475;1996-03-07;91.0;;;;;;;;;44.52680481329735, 11.252520422924395;"{""coordinates"": [[11.252400014863401, 44.52640104980734], [11.252390119215862, 44.52651909746743], [11.252403084430101, 44.52663048230333], [11.252445400165175, 44.526753702539104], [11.252510589635506, 44.52687025966014], [11.252574266348688, 44.526947577461854], [11.252673555713331, 44.52704899451189], [11.25278136265167, 44.527146102213734]], ""type"": ""LineString""}";
5702;90090;RACCORDO BORGO PANIGALE-TANGENZIALE;11;Borgo Panigale - Reno;RACCORDO BORGO PANIGALE-TANGENZIALE;VIA MARCO EMILIO LEPIDO;13477;8479;1996-03-07;226.0;;;;;;;;;44.52496668572554, 11.24996189618468;"{""coordinates"": [[11.248909484378862, 44.52468282423111], [11.249108340874917, 44.52462175833977], [11.249308075937858, 44.524587772481446], [11.24948198194064, 44.52458434577065], [11.249626570401873, 44.524598655412085], [11.249756736326741, 44.52462829237343], [11.249863500867866, 44.52467341565862], [11.249952105763398, 44.524714593537034], [11.25007260179608, 44.524804530781495], [11.250175764656218, 44.52491197742833], [11.250258601582857, 44.52503699251698], [11.250587443802802, 44.52554999329639], [11.250756279792462, 44.52580425465887]], ""type"": ""LineString""}";
7290;18600;VIA DELLA CROCETTA;13;Porto - Saragozza;VIA DELLA CROCETTA;VIA PIER ANTONIO RAPPINI;13176;14760;1997-06-24;37.0;10;2;16;;9;;15;B;44.49606303082045, 11.318602900043096;"{""coordinates"": [[11.318639055285445, 44.49622545932669], [11.318566744800746, 44.49590060231421]], ""type"": ""LineString""}";759297.0
5811;4850;VIA DELLA BARCA;11;Borgo Panigale - Reno;PIAZZA CLODOVEO BONAZZI;VIA ALCESTE DE AMBRIS;4507;13578;1997-02-21;108.0;44;;50;;33;;45;;44.495780479792764, 11.292107186429417;"{""coordinates"": [[11.29144878883219, 44.49589014601511], [11.291620564878293, 44.49586702718858], [11.291956029686446, 44.49581535152047], [11.292341613921774, 44.4957401799759], [11.29269189443872, 44.49566573417033], [11.292761925910398, 44.49565028361323]], ""type"": ""LineString""}";759278.0
5815;9000;PIAZZA CLODOVEO BONAZZI;11;Borgo Panigale - Reno;VIA DELLA BARCA;PIAZZA CLODOVEO BONAZZI;13578;13579;1997-02-21;50.0;;;;;1;;1;I;44.495860015718, 11.29287807344072;"{""coordinates"": [[11.292761925910398, 44.49565028361323], [11.292994220971043, 44.49606974782277]], ""type"": ""LineString""}";759069.0
5826;57190;VIA DEI TERRAIOLI;12;Navile;VIA CRISTOFORO COLOMBO;VIA DEI LAPIDARI;13587;16568;1997-03-18;399.0;10;;10;;7;;19;;44.538905302657504, 11.345944068875387;"{""coordinates"": [[11.343847004442669, 44.53914519890699], [11.344050550063745, 44.539099364675025], [11.344177879363533, 44.53906386372179], [11.344725227820462, 44.53887720800307], [11.34486147319472, 44.53883494229848], [11.3449441177317, 44.538819830844965], [11.34502621262618, 44.53881579472714], [11.345157879078924, 44.53881779812778], [11.345240527852757, 44.538827866436975], [11.345343475747256, 44.5388516245814], [11.3454534613915, 44.53888701333254], [11.345732226499461, 44.53902951181515], [11.346131702463536, 44.53922835122308], [11.346277043735553, 44.539260842903886], [11.346422669906003, 44.539265024604276], [11.346571992086874, 44.53923682908099], [11.34670958752966, 44.53916584237005], [11.346856185113213, 44.539069553370595], [11.347007211823152, 44.538958832093634], [11.34721035946533, 44.538768527874886], [11.347424908618448, 44.538501485362495], [11.347720664472968, 44.53806656766391]], ""type"": ""LineString""}";759170.0
5828;16200;VIA LUIGI CHERUBINI;16;Savena;VIA GIAN GIACOMO CARISSIMI;VIA GIROLAMO FRESCOBALDI;6659;13593;1997-04-15;77.0;10;;12;B;13;;15;;44.4674027066859, 11.378426990659502;"{""coordinates"": [[11.378146017325786, 44.467140782905624], [11.378243594036823, 44.46717253687634], [11.37867954054634, 44.46770615832075]], ""type"": ""LineString""}";759926.0
5829;16200;VIA LUIGI CHERUBINI;16;Savena;VIA GIROLAMO FRESCOBALDI;VIA GIUSEPPE BORGATTI;13593;5738;1997-04-15;68.0;14;;14;;17;;19;H;44.46796958063637, 11.37889893279836;"{""coordinates"": [[11.37867954054634, 44.46770615832075], [11.37911832505038, 44.46823300295199]], ""type"": ""LineString""}";759926.0
5830;24650;VIA GIROLAMO FRESCOBALDI;16;Savena;VIA BENEDETTO MARCELLO;VIA LUIGI CHERUBINI;5741;13593;1997-04-15;176.0;2;;10;;1;;9;F;44.468099867828016, 11.377711197850095;"{""coordinates"": [[11.376713691994128, 44.468385354308246], [11.37686295238321, 44.46837311790569], [11.377100594602174, 44.46834078359892], [11.37721455579514, 44.46832243080231], [11.37728694250277, 44.46830038838066], [11.37867954054634, 44.46770615832075]], ""type"": ""LineString""}";759741.0
6342;60450;VIA LODOVICO VARTHEMA;15;Santo Stefano;VIA RUGGERO LEONCAVALLO;VIA LODOVICO VARTHEMA;14044;14043;1997-05-29;113.0;54;;58;;;;;;44.475065189971595, 11.36372293446555;"{""coordinates"": [[11.36325899465213, 44.47538350308978], [11.363355101799947, 44.4753270386219], [11.363452475950385, 44.47526708183676], [11.364041027086875, 44.47494588038243], [11.363777617176817, 44.4747021969385]], ""type"": ""LineString""}";759895.0
6343;62400;VIA POMPEO VIZZANI;14;San Donato - San Vitale;VIA POMPEO VIZZANI;VIA PIETRO MENGOLI;6566;14056;1997-05-29;92.0;58;;58;2;49;;49;G;44.49002600907869, 11.371435810923021;"{""coordinates"": [[11.371959004709883, 44.48984996963424], [11.370912617136158, 44.490202048523145]], ""type"": ""LineString""}";760172.0
6353;30800;VIA DEI LAMPONI;15;Santo Stefano;VIA DEI LAMPONI;VIA DELLE FRAGOLE;14050;14051;1997-05-30;88.0;;;;;49;;63;A;44.476093858257926, 11.372099143808022;"{""coordinates"": [[11.371675115895922, 44.47634818408876], [11.372523171720124, 44.475839532427095]], ""type"": ""LineString""}";759158.0
6355;33000;VIA DEI MACERI;16;Savena;VIA DEI MACERI;VIA DEI MACERI;14057;6412;1997-05-30;28.0;12;;16;;;;;;44.48416053351956, 11.377185108763715;"{""coordinates"": [[11.377090216741987, 44.48405473055877], [11.377280000785444, 44.484266336480346]], ""type"": ""LineString""}";759160.0
2546;21200;VIA EGNAZIA;11;Borgo Panigale - Reno;VIA SPERANZA;VIA EGNAZIA;8665;8666;1991-10-21;229.0;2;;30;;1;;33;;44.50625091902936, 11.298093476575389;"{""coordinates"": [[11.296754545100587, 44.50662787680105], [11.297094484451646, 44.50653335180892], [11.297736483348384, 44.5063523623263], [11.298091409438875, 44.50625417474457], [11.298509134646993, 44.506134879947155], [11.299078984107037, 44.50597067598758], [11.299430491709941, 44.50586725056723]], ""type"": ""LineString""}";759476.0
2551;26930;VIA GIUSEPPE GIACOSA;11;Borgo Panigale - Reno;VIA DEL FAGGIOLO;VIA GIUSEPPE GIACOSA;8687;8688;1992-01-10;182.0;2;;8;G;1;;7;B;44.51008534148183, 11.28142923734808;"{""coordinates"": [[11.28247532608411, 44.50979028085006], [11.282309642258566, 44.50983781409661], [11.281439897580237, 44.51007952554592], [11.281058387916184, 44.51015548799103], [11.28086955752773, 44.51021184504273], [11.280502553243595, 44.51040843833552], [11.280424186678319, 44.51047133835376]], ""type"": ""LineString""}";759776.0
2554;23280;VIA ANTONIO FOGAZZARO;11;Borgo Panigale - Reno;VIA LUIGI CAPUANA;VIA ANTONIO FOGAZZARO;8618;8701;1992-01-10;172.0;2;;12;;3;;5;;44.50873943823935, 11.281963883017339;"{""coordinates"": [[11.282802986709557, 44.50825952152824], [11.282730628152986, 44.50828831829043], [11.282647077609852, 44.508332058007305], [11.281132190747963, 44.50923386941464]], ""type"": ""LineString""}";758838.0
2558;45900;VIA DELLA PIETRA;11;Borgo Panigale - Reno;VIA HONORE' DE BALZAC;VIA TRILUSSA;8692;8699;1991-10-21;79.0;16;;20;;23;;25;B;44.50961350200865, 11.285043241475293;"{""coordinates"": [[11.285328841316012, 44.50990593235227], [11.284757641634572, 44.50932107166502]], ""type"": ""LineString""}";759322.0
2562;20070;VIA CHARLES DICKENS;11;Borgo Panigale - Reno;VIA EDGAR ALLAN POE;VIA CHARLES DICKENS;8691;8712;1992-01-10;59.0;2;;4;;1;;7;;44.51073376072125, 11.286588015424117;"{""coordinates"": [[11.28627208631854, 44.51087837229396], [11.286589795085597, 44.51072683346154], [11.286908460440511, 44.510599464482915]], ""type"": ""LineString""}";759011.0
2564;59330;VIA TRILUSSA;11;Borgo Panigale - Reno;VIA DELLA PIETRA;VIA NICOLA GOGOL;8698;8699;1991-10-21;92.0;2;;4;1;1;;3;4;44.50956521596269, 11.284288627634691;"{""coordinates"": [[11.283816162601378, 44.50980322819554], [11.28468809739156, 44.509364586558334], [11.284757641634572, 44.50932107166502]], ""type"": ""LineString""}";759005.0
2635;37650;VIA MELOZZO DA FORLI';11;Borgo Panigale - Reno;VIA BENVENUTO TISI;VIA GIOVANNI SEGANTINI;16620;8771;1991-10-21;358.0;36;;44;;21;;47;;44.50250769681482, 11.303569903430713;"{""coordinates"": [[11.305248947698843, 44.503024227227144], [11.304352260355275, 44.50213469143897], [11.304279591357293, 44.50209003810775], [11.304201770843171, 44.50207777196055], [11.304121719022328, 44.50209092006475], [11.304007155212654, 44.5021278292834], [11.302998582828279, 44.50245723944832], [11.302726647652888, 44.5025895805429], [11.301791665168057, 44.50290596325051], [11.301688103185493, 44.50294026261629]], ""type"": ""LineString""}";760008.0
2637;16930;VIA ALDO CIVIDALI;13;Porto - Saragozza;VIA PASUBIO;VIA ENZO ZONI;15984;8765;1991-10-21;81.0;4;;6;;1;;11;D;44.50123897955082, 11.307667241984745;"{""coordinates"": [[11.307509210394265, 44.50089162833231], [11.307684763023964, 44.501281114249615], [11.30782836830293, 44.5015849020064]], ""type"": ""LineString""}";758744.0
3070;30400;VIA IRNERIO;15;Santo Stefano;VIA ANTONIO ALESSANDRINI;VIA CAPO DI LUCCA;15174;15170;1991-10-21;43.0;8;;8;H;13;;13;F;44.5004250591884, 11.347547545299392;"{""coordinates"": [[11.347804592442621, 44.50036219256327], [11.34729049815616, 44.50048792581353]], ""type"": ""LineString""}";759838.0
2875;28850;VIA GRAZIANO;13;Porto - Saragozza;VIA LUIGI CALORI;VIA MONDINO DE LIUZZI;10182;10175;1991-10-21;69.0;14;;16;;15;;19;;44.500845824047076, 11.331837302088802;"{""coordinates"": [[11.331887954928897, 44.501155495309426], [11.331786649248707, 44.50053615278472]], ""type"": ""LineString""}";759811.0
2882;19400;VIA PIER DE' CRESCENZI;13;Porto - Saragozza;VIA CARLO RUSCONI;VIA LUIGI TANARI;10178;10179;1991-10-21;82.0;14;;14;4;21;;25;;44.50291826790085, 11.328987973411934;"{""coordinates"": [[11.3284873467518, 44.50300090297927], [11.32948860007207, 44.50283563282243]], ""type"": ""LineString""}";760129.0
2888;50550;VIA RIVA DI RENO;13;Porto - Saragozza;VIA GIOVANNI BRUGNOLI;VIA DELLE LAME;192;191;1991-10-21;66.0;60;;64;;;;;;44.49854254511394, 11.335182393572282;"{""coordinates"": [[11.335540143655605, 44.49865836369943], [11.33544448854866, 44.49863107134015], [11.335156739059244, 44.498544033337346], [11.33500357990725, 44.49849542846273], [11.334911293506115, 44.498461134761854], [11.33491418568305, 44.498358104091956]], ""type"": ""LineString""}";760217.0
