CODICE;Geo Point;Geo Shape
17782;44.521168225700194, 11.321963161710807;"{""coordinates"": [11.321963161710807, 44.521168225700194], ""type"": ""Point""}"
17886;44.51518660040753, 11.369947704996461;"{""coordinates"": [11.369947704996461, 44.51518660040753], ""type"": ""Point""}"
17904;44.44717346564025, 11.316787699057292;"{""coordinates"": [11.316787699057292, 44.44717346564025], ""type"": ""Point""}"
17921;44.485705845125416, 11.400985283526266;"{""coordinates"": [11.400985283526266, 44.485705845125416], ""type"": ""Point""}"
17790;44.50861721587029, 11.295712853348833;"{""coordinates"": [11.295712853348833, 44.50861721587029], ""type"": ""Point""}"
17818;44.52759288966282, 11.277108635966934;"{""coordinates"": [11.277108635966934, 44.52759288966282], ""type"": ""Point""}"
17819;44.53793628355666, 11.357925370211959;"{""coordinates"": [11.357925370211959, 44.53793628355666], ""type"": ""Point""}"
17840;44.516030505811194, 11.32094000118894;"{""coordinates"": [11.32094000118894, 44.516030505811194], ""type"": ""Point""}"
17912;44.52126376036863, 11.320195699270524;"{""coordinates"": [11.320195699270524, 44.52126376036863], ""type"": ""Point""}"
17913;44.533444114827695, 11.353258568411384;"{""coordinates"": [11.353258568411384, 44.533444114827695], ""type"": ""Point""}"
17916;44.53543140831905, 11.352290086166304;"{""coordinates"": [11.352290086166304, 44.53543140831905], ""type"": ""Point""}"
16956;44.51238406054884, 11.313277038534668;"{""coordinates"": [11.313277038534668, 44.51238406054884], ""type"": ""Point""}"
16959;44.49142989440538, 11.39569656764587;"{""coordinates"": [11.39569656764587, 44.49142989440538], ""type"": ""Point""}"
16964;44.461968114693434, 11.37958963870986;"{""coordinates"": [11.37958963870986, 44.461968114693434], ""type"": ""Point""}"
16961;44.45978891275088, 11.378398650128585;"{""coordinates"": [11.378398650128585, 44.45978891275088], ""type"": ""Point""}"
16967;44.5219200508342, 11.418594184192061;"{""coordinates"": [11.418594184192061, 44.5219200508342], ""type"": ""Point""}"
16968;44.49644620586197, 11.34666230889085;"{""coordinates"": [11.34666230889085, 44.49644620586197], ""type"": ""Point""}"
16969;44.49628977469017, 11.34681963331404;"{""coordinates"": [11.34681963331404, 44.49628977469017], ""type"": ""Point""}"
16978;44.51735476963452, 11.324887326028708;"{""coordinates"": [11.324887326028708, 44.51735476963452], ""type"": ""Point""}"
16980;44.46219099846809, 11.29583487409111;"{""coordinates"": [11.29583487409111, 44.46219099846809], ""type"": ""Point""}"
16985;44.52161657552762, 11.3455624489545;"{""coordinates"": [11.3455624489545, 44.52161657552762], ""type"": ""Point""}"
16988;44.52150341075123, 11.345978330232304;"{""coordinates"": [11.345978330232304, 44.52150341075123], ""type"": ""Point""}"
16993;44.51237737799178, 11.353613836521221;"{""coordinates"": [11.353613836521221, 44.51237737799178], ""type"": ""Point""}"
16994;44.51166564995438, 11.356427728771976;"{""coordinates"": [11.356427728771976, 44.51166564995438], ""type"": ""Point""}"
16998;44.442276346415355, 11.351547991355357;"{""coordinates"": [11.351547991355357, 44.442276346415355], ""type"": ""Point""}"
17001;44.498794550835676, 11.27384772127385;"{""coordinates"": [11.27384772127385, 44.498794550835676], ""type"": ""Point""}"
17002;44.495092327196296, 11.293255977546838;"{""coordinates"": [11.293255977546838, 44.495092327196296], ""type"": ""Point""}"
4530;44.48354439482876, 11.313306252366672;"{""coordinates"": [11.313306252366672, 44.48354439482876], ""type"": ""Point""}"
4547;44.48921893753685, 11.315686346920144;"{""coordinates"": [11.315686346920144, 44.48921893753685], ""type"": ""Point""}"
4543;44.48879945973533, 11.317087084856146;"{""coordinates"": [11.317087084856146, 44.48879945973533], ""type"": ""Point""}"
15514;44.486386694267985, 11.314977017717634;"{""coordinates"": [11.314977017717634, 44.486386694267985], ""type"": ""Point""}"
4548;44.48940624637832, 11.320020806924843;"{""coordinates"": [11.320020806924843, 44.48940624637832], ""type"": ""Point""}"
4555;44.48826019039683, 11.32410307953964;"{""coordinates"": [11.32410307953964, 44.48826019039683], ""type"": ""Point""}"
4563;44.488986676364405, 11.324304089788095;"{""coordinates"": [11.324304089788095, 44.488986676364405], ""type"": ""Point""}"
4564;44.489057531731234, 11.323575510848928;"{""coordinates"": [11.323575510848928, 44.489057531731234], ""type"": ""Point""}"
15511;44.48629783997539, 11.315448805060463;"{""coordinates"": [11.315448805060463, 44.48629783997539], ""type"": ""Point""}"
5871;44.478937934525064, 11.364943656549059;"{""coordinates"": [11.364943656549059, 44.478937934525064], ""type"": ""Point""}"
5869;44.47849024999694, 11.365280556052209;"{""coordinates"": [11.365280556052209, 44.47849024999694], ""type"": ""Point""}"
5863;44.47846022217836, 11.367371439324106;"{""coordinates"": [11.367371439324106, 44.47846022217836], ""type"": ""Point""}"
5851;44.47582191061078, 11.3658055198849;"{""coordinates"": [11.3658055198849, 44.47582191061078], ""type"": ""Point""}"
5858;44.47564387187022, 11.369092146705619;"{""coordinates"": [11.369092146705619, 44.47564387187022], ""type"": ""Point""}"
5870;44.47725563046767, 11.363982946617346;"{""coordinates"": [11.363982946617346, 44.47725563046767], ""type"": ""Point""}"
5877;44.476590846953435, 11.372327707170658;"{""coordinates"": [11.372327707170658, 44.476590846953435], ""type"": ""Point""}"
5847;44.47798244465362, 11.372875957146693;"{""coordinates"": [11.372875957146693, 44.47798244465362], ""type"": ""Point""}"
5909;44.480332655272555, 11.336704408993297;"{""coordinates"": [11.336704408993297, 44.480332655272555], ""type"": ""Point""}"
5654;44.480028799962504, 11.336483588505654;"{""coordinates"": [11.336483588505654, 44.480028799962504], ""type"": ""Point""}"
5903;44.48241835039351, 11.336019575708526;"{""coordinates"": [11.336019575708526, 44.48241835039351], ""type"": ""Point""}"
15904;44.48836196915259, 11.32820142923229;"{""coordinates"": [11.32820142923229, 44.48836196915259], ""type"": ""Point""}"
5915;44.48670553877377, 11.325650340062367;"{""coordinates"": [11.325650340062367, 44.48670553877377], ""type"": ""Point""}"
5928;44.48832265613518, 11.334315235716597;"{""coordinates"": [11.334315235716597, 44.48832265613518], ""type"": ""Point""}"
16654;44.48741934288251, 11.337918652873372;"{""coordinates"": [11.337918652873372, 44.48741934288251], ""type"": ""Point""}"
5932;44.48864296897919, 11.337809070999773;"{""coordinates"": [11.337809070999773, 44.48864296897919], ""type"": ""Point""}"
16642;44.48633892576335, 11.339541319429173;"{""coordinates"": [11.339541319429173, 44.48633892576335], ""type"": ""Point""}"
5906;44.485235770188204, 11.336779540997922;"{""coordinates"": [11.336779540997922, 44.485235770188204], ""type"": ""Point""}"
5897;44.485139865745104, 11.338752465119942;"{""coordinates"": [11.338752465119942, 44.485139865745104], ""type"": ""Point""}"
5929;44.48646603225783, 11.332931587257974;"{""coordinates"": [11.332931587257974, 44.48646603225783], ""type"": ""Point""}"
5918;44.48731094190891, 11.336915367640426;"{""coordinates"": [11.336915367640426, 44.48731094190891], ""type"": ""Point""}"
5905;44.481317263952775, 11.336335679912033;"{""coordinates"": [11.336335679912033, 44.481317263952775], ""type"": ""Point""}"
5647;44.483702077496694, 11.339074598235063;"{""coordinates"": [11.339074598235063, 44.483702077496694], ""type"": ""Point""}"
5732;44.46860706851802, 11.370868837806682;"{""coordinates"": [11.370868837806682, 44.46860706851802], ""type"": ""Point""}"
6010;44.48530021688066, 11.348178422439336;"{""coordinates"": [11.348178422439336, 44.48530021688066], ""type"": ""Point""}"
16771;44.485183239105, 11.34921620531026;"{""coordinates"": [11.34921620531026, 44.485183239105], ""type"": ""Point""}"
6014;44.48503047108027, 11.349153355010996;"{""coordinates"": [11.349153355010996, 44.48503047108027], ""type"": ""Point""}"
5997;44.485811400625636, 11.349259250118454;"{""coordinates"": [11.349259250118454, 44.485811400625636], ""type"": ""Point""}"
6023;44.48850828054793, 11.347697476356588;"{""coordinates"": [11.347697476356588, 44.48850828054793], ""type"": ""Point""}"
5943;44.48806938667874, 11.347874729889513;"{""coordinates"": [11.347874729889513, 44.48806938667874], ""type"": ""Point""}"
6021;44.4870608852079, 11.34842243135921;"{""coordinates"": [11.34842243135921, 44.4870608852079], ""type"": ""Point""}"
6022;44.48721356763172, 11.348145487206807;"{""coordinates"": [11.348145487206807, 44.48721356763172], ""type"": ""Point""}"
4674;44.49233075268721, 11.325598313109083;"{""coordinates"": [11.325598313109083, 44.49233075268721], ""type"": ""Point""}"
4675;44.49315300558496, 11.325343692334876;"{""coordinates"": [11.325343692334876, 44.49315300558496], ""type"": ""Point""}"
16121;44.49214418506074, 11.320074043828305;"{""coordinates"": [11.320074043828305, 44.49214418506074], ""type"": ""Point""}"
4690;44.4941708306799, 11.31676275927391;"{""coordinates"": [11.31676275927391, 44.4941708306799], ""type"": ""Point""}"
4600;44.49554426026228, 11.31486500168894;"{""coordinates"": [11.31486500168894, 44.49554426026228], ""type"": ""Point""}"
4691;44.495214344781985, 11.317903971284885;"{""coordinates"": [11.317903971284885, 44.495214344781985], ""type"": ""Point""}"
4699;44.49528490143299, 11.319312408294664;"{""coordinates"": [11.319312408294664, 44.49528490143299], ""type"": ""Point""}"
4680;44.49749283365956, 11.316098868172482;"{""coordinates"": [11.316098868172482, 44.49749283365956], ""type"": ""Point""}"
16072;44.46487103306062, 11.300794095343317;"{""coordinates"": [11.300794095343317, 44.46487103306062], ""type"": ""Point""}"
4368;44.48861687309691, 11.28865501845646;"{""coordinates"": [11.28865501845646, 44.48861687309691], ""type"": ""Point""}"
4369;44.490241936189946, 11.287380064761903;"{""coordinates"": [11.287380064761903, 44.490241936189946], ""type"": ""Point""}"
4376;44.489912451609364, 11.289441327782548;"{""coordinates"": [11.289441327782548, 44.489912451609364], ""type"": ""Point""}"
4385;44.48886527592735, 11.295198861379452;"{""coordinates"": [11.295198861379452, 44.48886527592735], ""type"": ""Point""}"
4388;44.48871515146722, 11.294814058034147;"{""coordinates"": [11.294814058034147, 44.48871515146722], ""type"": ""Point""}"
4386;44.48900725507668, 11.295590213786678;"{""coordinates"": [11.295590213786678, 44.48900725507668], ""type"": ""Point""}"
4507;44.49589014601511, 11.29144878883219;"{""coordinates"": [11.29144878883219, 44.49589014601511], ""type"": ""Point""}"
4498;44.496619534455476, 11.293631083798257;"{""coordinates"": [11.293631083798257, 44.496619534455476], ""type"": ""Point""}"
4503;44.49843776858029, 11.294218883306048;"{""coordinates"": [11.294218883306048, 44.49843776858029], ""type"": ""Point""}"
4509;44.492858158408616, 11.289423186580843;"{""coordinates"": [11.289423186580843, 44.492858158408616], ""type"": ""Point""}"
4499;44.49782428239731, 11.294215996467521;"{""coordinates"": [11.294215996467521, 44.49782428239731], ""type"": ""Point""}"
4459;44.498113293101625, 11.296520863709372;"{""coordinates"": [11.296520863709372, 44.498113293101625], ""type"": ""Point""}"
6043;44.49052600704657, 11.342900499962923;"{""coordinates"": [11.342900499962923, 44.49052600704657], ""type"": ""Point""}"
6784;44.47440088729702, 11.384107032662577;"{""coordinates"": [11.384107032662577, 44.47440088729702], ""type"": ""Point""}"
6791;44.47594578376435, 11.384218027354617;"{""coordinates"": [11.384218027354617, 44.47594578376435], ""type"": ""Point""}"
6795;44.4754896181656, 11.384945239142544;"{""coordinates"": [11.384945239142544, 44.4754896181656], ""type"": ""Point""}"
16768;44.4844046294582, 11.355735863831514;"{""coordinates"": [11.355735863831514, 44.4844046294582], ""type"": ""Point""}"
6304;44.48432911721366, 11.356145824460073;"{""coordinates"": [11.356145824460073, 44.48432911721366], ""type"": ""Point""}"
6345;44.48501192980986, 11.35581422956853;"{""coordinates"": [11.35581422956853, 44.48501192980986], ""type"": ""Point""}"
6351;44.4860771422266, 11.35806853799484;"{""coordinates"": [11.35806853799484, 44.4860771422266], ""type"": ""Point""}"
6368;44.48602215446585, 11.358521300023076;"{""coordinates"": [11.358521300023076, 44.48602215446585], ""type"": ""Point""}"
6298;44.485716127592184, 11.359299030301102;"{""coordinates"": [11.359299030301102, 44.485716127592184], ""type"": ""Point""}"
6361;44.48560660825063, 11.363277492558172;"{""coordinates"": [11.363277492558172, 44.48560660825063], ""type"": ""Point""}"
6369;44.485456840446936, 11.365569816645596;"{""coordinates"": [11.365569816645596, 44.485456840446936], ""type"": ""Point""}"
6330;44.48526813294231, 11.364305053637649;"{""coordinates"": [11.364305053637649, 44.48526813294231], ""type"": ""Point""}"
8723;44.51652018169621, 11.275384698278776;"{""coordinates"": [11.275384698278776, 44.51652018169621], ""type"": ""Point""}"
8713;44.51628630920316, 11.281589446427578;"{""coordinates"": [11.281589446427578, 44.51628630920316], ""type"": ""Point""}"
6134;44.49209522507646, 11.352046859544819;"{""coordinates"": [11.352046859544819, 44.49209522507646], ""type"": ""Point""}"
6490;44.4905913689577, 11.355921448181618;"{""coordinates"": [11.355921448181618, 44.4905913689577], ""type"": ""Point""}"
6491;44.49146080746, 11.356533146323777;"{""coordinates"": [11.356533146323777, 44.49146080746], ""type"": ""Point""}"
5660;44.48059513403768, 11.344473858371106;"{""coordinates"": [11.344473858371106, 44.48059513403768], ""type"": ""Point""}"
5902;44.48416027505038, 11.339174267510971;"{""coordinates"": [11.339174267510971, 44.48416027505038], ""type"": ""Point""}"
5951;44.48221962244768, 11.342289206101686;"{""coordinates"": [11.342289206101686, 44.48221962244768], ""type"": ""Point""}"
5965;44.484669653120086, 11.34820224525913;"{""coordinates"": [11.34820224525913, 44.484669653120086], ""type"": ""Point""}"
6029;44.48945945636363, 11.335866713919362;"{""coordinates"": [11.335866713919362, 44.48945945636363], ""type"": ""Point""}"
6032;44.48905473648044, 11.33791687035532;"{""coordinates"": [11.33791687035532, 44.48905473648044], ""type"": ""Point""}"
26;44.49019321907714, 11.33551528302813;"{""coordinates"": [11.33551528302813, 44.49019321907714], ""type"": ""Point""}"
39;44.4902870991626, 11.33816487671317;"{""coordinates"": [11.33816487671317, 44.4902870991626], ""type"": ""Point""}"
19;44.491880065266, 11.335112434948853;"{""coordinates"": [11.335112434948853, 44.491880065266], ""type"": ""Point""}"
42;44.49184997300932, 11.33624437283682;"{""coordinates"": [11.33624437283682, 44.49184997300932], ""type"": ""Point""}"
5701;44.46277288335377, 11.371716634895195;"{""coordinates"": [11.371716634895195, 44.46277288335377], ""type"": ""Point""}"
5698;44.46202409127969, 11.37064650008493;"{""coordinates"": [11.37064650008493, 44.46202409127969], ""type"": ""Point""}"
5699;44.46262245167503, 11.370776498243174;"{""coordinates"": [11.370776498243174, 44.46262245167503], ""type"": ""Point""}"
15291;44.491382493824005, 11.343114620079996;"{""coordinates"": [11.343114620079996, 44.491382493824005], ""type"": ""Point""}"
6089;44.492479181637144, 11.34381356088965;"{""coordinates"": [11.34381356088965, 44.492479181637144], ""type"": ""Point""}"
6099;44.49238809848512, 11.344463469103905;"{""coordinates"": [11.344463469103905, 44.49238809848512], ""type"": ""Point""}"
